A0R,2543
A0M,6200
A0L,7643
A0J,7880
A0C,12587
A0P,13721
A0N,13815
A0H,17804
A0B,19792
A1B,19867
A0E,22294
A0K,26058
A1A,30382
A0G,35266
A0A,46587
